#;Player;Score;Kills;Death;Damage;Map Count;Teams;Maps;Rounds;K-D Diff;K/D;Rating1.0;First Place;Second Place;Third Place;Earnings
94.0;dgt;6.3;0.72;0.61;77.45;202.0;['9z'];702.0;18233.0;2441.0;1.22;1.12;;;;
;di^;;;;;;['clg-red'];207.0;5149.0;464.0;1.14;1.08;;;;
;dimasick;;;;;;['avangar', 'pro100'];585.0;15322.0;447.0;1.04;1.02;;;;
807.0;diozera;5.8;0.64;0.72;71.16;98.0;;;;;;;;;;
;disco doplan;;;;;;['godsent', 'epsilon', 'galaxy-racer', 'red-reserve'];1207.0;32000.0;1094.0;1.05;1.02;10.0;10.0;13.0;$105,922
;disturbed;;;;;;['encore', '3dmax', 'havu'];250.0;6409.0;-291.0;0.94;0.95;;;;
;dizzyLife;;;;;;['legacy', 'chiefs'];345.0;8772.0;1208.0;1.22;1.14;;;;
;djL;;;;;;['chaos', 'japaleno', 'red-reserve'];688.0;18180.0;-1735.0;0.86;0.86;;;;
802.0;djay;5.8;0.61;0.69;69.92;131.0;['party-astronauts', 'new-england-whalers', 'atk'];1061.0;27409.0;-288.0;0.98;0.97;20.0;14.0;13.0;$69,517
;dmm;;;;;;['lgd', 'max', 'boot'];213.0;5414.0;-259.0;0.93;0.95;;;;
968.0;dobbo;5.6;0.57;0.65;63.52;76.0;['into-the-breach', 'gamerlegion'];520.0;13982.0;-620.0;0.93;0.92;;;;
444.0;dobu;6.0;0.66;0.7;77.28;64.0;['5power', 'tiger', 'themongolz'];978.0;25448.0;642.0;1.04;1.03;28.0;19.0;12.0;$67,262
;doc;;;;;;['sharks', 'tropicaos'];289.0;6945.0;-100.0;0.98;1.0;;;;
323.0;doczin;6.1;0.68;0.72;78.88;173.0;;;;;;;;;;
1036.0;dok;5.4;0.56;0.74;67.22;36.0;['liberty', 'redemption-poa', 'meta'];423.0;11181.0;-652.0;0.92;0.93;;;;
;doktizh;;;;;;['unknown', 'copenhagen-flames'];250.0;6526.0;41.0;1.01;0.99;;;;
;donQ;;;;;;['movistar-riders', 'kpi', 'epsilon', 'k1ck'];344.0;8975.0;-13.0;1.0;0.98;;;;
2.0;donk;6.9;0.86;0.68;89.61;250.0;['spirit', 'spirit-academy'];399.0;10154.0;1648.0;1.24;1.21;11.0;8.0;3.0;$181,804
820.0;doto;5.8;0.61;0.69;69.98;154.0;['havu', 'ence'];838.0;22358.0;-519.0;0.97;0.97;16.0;10.0;16.0;$106,881
;downie;;;;;;['torpedo', 'archangels'];317.0;8286.0;656.0;1.13;1.07;;;;
733.0;dox;5.8;0.61;0.69;70.63;52.0;['coalesce', '1pin', 'vexed'];273.0;7393.0;-527.0;0.9;0.91;;;;
378.0;drac;6.1;0.64;0.65;75.72;34.0;;;;;;;;;;
;dragonfly;;;;;;['fragsters'];507.0;13234.0;502.0;1.06;1.02;;;;
;dragunov;;;;;;['movistar-riders', 'kpi'];221.0;5699.0;-243.0;0.94;0.92;;;;
208.0;draken;6.2;0.69;0.61;70.75;205.0;['epsilon', 'ninjas-in-pyjamas'];1442.0;38228.0;3662.0;1.15;1.08;15.0;8.0;12.0;$176,543
314.0;dream3r;6.1;0.67;0.62;72.69;148.0;['e-fragnet', 'fiend', 'skade'];1429.0;37499.0;4501.0;1.2;1.11;31.0;14.0;21.0;$90,861
893.0;drg;5.7;0.6;0.7;67.32;202.0;['sharks', 'liberty', 'redemption-poa'];703.0;17886.0;-1057.0;0.91;0.92;;;;
162.0;droid;6.2;0.7;0.65;77.59;59.0;;;;;;;;;;
882.0;drop;5.7;0.59;0.62;65.35;334.0;['mibr', 'furia', 'furia-academy'];464.0;11752.0;-242.0;0.97;0.94;6.0;3.0;6.0;$125,178
;dsn;;;;;;;;;;;;30.0;22.0;12.0;$170,454
;dsr;;;;;;['subtle', 'selfless', 'obeyalliance', 'kaliber'];212.0;5438.0;6.0;1.0;1.0;;;;
;dukeN;;;;;;['yeah', 'pain', 'keyd'];218.0;5588.0;126.0;1.03;1.02;;;;
990.0;dukefissura;5.5;0.63;0.74;69.08;31.0;['100pg', 'unique'];415.0;11227.0;-145.0;0.98;0.99;;;;
131.0;dumau;6.3;0.7;0.65;78.87;255.0;['legacy', 'godsent', 'yeah', '00nation'];734.0;19115.0;1871.0;1.15;1.09;20.0;9.0;8.0;$63,340
;dumz;;;;;;['dendd', 'singularity', 'manatee'];455.0;12074.0;-320.0;0.96;0.95;;;;
364.0;dupreeh;6.1;0.67;0.64;73.09;536.0;['astralis', 'tsm', 'vitality'];2186.0;56720.0;4440.0;1.12;1.07;54.0;26.0;38.0;$2,207,517
353.0;dycha;6.1;0.67;0.67;77.16;453.0;['ence', 'sprout', 'aristocracy'];1068.0;28272.0;1283.0;1.07;1.05;29.0;17.0;19.0;$332,452
949.0;dzt;5.6;0.61;0.72;69.69;30.0;['imperial', 'case', 'biggods'];749.0;19228.0;20.0;1.0;0.99;;;;
;eDi;;;;;;['hreds', 'conquer'];290.0;7721.0;-720.0;0.87;0.88;;;;
;eLUSIVE;;;;;;['avant', 'syf', 'cypher', 'funkd', 'streamline'];245.0;6372.0;-260.0;0.94;0.93;;;;
;ec1s;;;;;;['fnatic-academy', 'fierce', 'london', 'vexed'];213.0;5437.0;43.0;1.01;0.99;;;;
;ecfN;;;;;;['alternate-attax'];426.0;11214.0;-471.0;0.94;0.95;;;;
;ed101;;;;;;['allgamers', 'born-of-fire', 'eclipse'];244.0;6127.0;-167.0;0.96;0.97;;;;
;effys;;;;;;['french-canadians', 'livid', 'district-7', 'vault'];258.0;6700.0;-365.0;0.92;0.92;;;;
798.0;eku;5.8;0.63;0.72;72.26;61.0;['synck', 'sc', 'estownia'];306.0;7735.0;-300.0;0.94;0.95;;;;
;ekul;;;;;;['paradox', 'syf'];460.0;11891.0;967.0;1.12;1.09;;;;
163.0;electroNic;6.2;0.7;0.66;79.06;642.0;['natus-vincere', 'flipsid3'];1559.0;40821.0;3153.0;1.12;1.08;28.0;19.0;21.0;$1,599,438
;elemeNt;;;;;;['boca-juniors', 'meta-academy'];265.0;6939.0;-374.0;0.92;0.93;9.0;9.0;4.0;$69,379
;els;;;;;;['subtle', 'skdc', 'splyce'];295.0;7589.0;-716.0;0.87;0.89;;;;
;emagine;;;;;;['order', 'kings', 'winterfox', 'immunity'];751.0;18931.0;487.0;1.04;1.01;;;;
916.0;emi;5.7;0.58;0.69;67.73;159.0;['valiance', 'binary-dragons', 'ination', 'partizan'];1314.0;34279.0;-1851.0;0.92;0.92;;;;
856.0;enzero;5.7;0.61;0.71;70.96;111.0;['space', 'avangar', 'hydra'];224.0;5835.0;-480.0;0.88;0.89;;;;
302.0;eraa;6.1;0.69;0.62;69.41;153.0;['gamerlegion', 'young-ninjas', 'godsent'];887.0;23457.0;1268.0;1.08;1.04;;;;
;erkaSt;;;;;;['grayhound', 'nkt', 'tiger'];964.0;25074.0;2329.0;1.14;1.1;17.0;15.0;12.0;$69,649
753.0;es3tag;5.8;0.6;0.65;68.38;351.0;['heroic', 'tricked', 'ninjas-in-pyjamas'];1422.0;37070.0;670.0;1.03;1.01;22.0;10.0;22.0;$273,186
1013.0;esenthial;5.5;0.56;0.71;63.98;98.0;;;;;;;;;;
146.0;ewjerkz;6.2;0.7;0.69;79.65;319.0;['saw', 'ftw'];520.0;13280.0;381.0;1.04;1.03;;;;
;ex1st;;;;;;['enterprise', 'thunderflash'];207.0;5110.0;-286.0;0.92;0.93;;;;
788.0;executor;5.8;0.6;0.65;67.69;30.0;;;;;;;;;;
417.0;exit;6.0;0.63;0.58;70.48;355.0;['mibr', 'sharks'];1153.0;29493.0;3008.0;1.17;1.07;20.0;14.0;25.0;$118,279
;expro;;;;;;['lynn-vision', 'invictus', 'ehome'];565.0;14745.0;-396.0;0.96;0.96;;;;
688.0;f0rest;5.8;0.63;0.68;70.28;78.0;['ninjas-in-pyjamas', 'dignitas'];2112.0;54926.0;5648.0;1.16;1.1;81.0;49.0;34.0;$740,770
591.0;f4stzin;5.9;0.68;0.71;74.09;75.0;['yeah', 'pain', 'adalyamigos', 'flamengo'];487.0;12896.0;-326.0;0.96;0.97;;;;
639.0;fREQ;5.9;0.63;0.65;70.76;118.0;['corinthians', 'daotsu', 'black-dragons'];367.0;9757.0;-264.0;0.96;0.95;;;;
;fRoD;;;;;;;;;;;;20.0;5.0;6.0;$79,015
;face;;;;;;;;;;;;21.0;12.0;10.0;$64,263
775.0;facecrack;5.8;0.64;0.74;72.88;61.0;['forze', 'piter'];1767.0;47123.0;-699.0;0.98;0.99;22.0;28.0;20.0;$125,713
487.0;fakzwall;6.0;0.64;0.61;66.62;65.0;['windingo', 'isurus'];219.0;5820.0;459.0;1.13;1.06;;;;
315.0;fame;6.1;0.67;0.63;72.65;334.0;['virtuspro', 'k23', 'sgpro', 'outsiders'];772.0;20081.0;1316.0;1.1;1.06;15.0;7.0;4.0;$335,109
;fara;;;;;;['rejected', 'all-knights', 'malvinas', 'evilvice'];218.0;5678.0;-181.0;0.96;0.97;;;;
;farlig;;;;;;;;;;;;17.0;11.0;5.0;$106,878
382.0;faveN;6.0;0.67;0.64;72.68;377.0;['sprout', 'big', 'euronics'];1581.0;42014.0;3341.0;1.12;1.08;21.0;22.0;14.0;$203,811
602.0;faydett;5.9;0.64;0.7;74.46;68.0;['insilio', '1shot', 'grond', 'tag'];335.0;8558.0;-386.0;0.93;0.94;;;;
768.0;fear;5.8;0.61;0.66;70.17;74.0;['passion-ua', 'navi-junior', 'the-witchers'];326.0;7945.0;-276.0;0.95;0.94;;;;
732.0;fejtZ;5.8;0.64;0.67;66.36;69.0;['synck'];1012.0;26483.0;1956.0;1.11;1.07;;;;
;fel1x;;;;;;['alternate-attax', 'penta'];301.0;7551.0;-423.0;0.92;0.94;;;;
142.0;felps;6.2;0.72;0.7;81.26;251.0;['imperial', 'sk', 'godsent', 'fluxo', 'immortals'];1337.0;33708.0;2089.0;1.09;1.08;41.0;13.0;11.0;$365,822
;fenvicious;;;;;;['unique', 'spirit-academy', 'epg'];751.0;19647.0;45.0;1.0;1.0;;;;
143.0;fer;6.2;0.72;0.67;80.06;101.0;['sk', 'mibr', 'luminosity'];1467.0;38455.0;2828.0;1.11;1.08;28.0;21.0;27.0;$1,053,546
349.0;fino;6.1;0.67;0.62;68.82;180.0;['sampi'];252.0;6073.0;393.0;1.1;1.04;;;;
;fisker;;;;;;;;;;;;15.0;7.0;3.0;$63,433
;fitch;;;;;;['avangar', 'tengri', 'gambit'];577.0;15287.0;-228.0;0.98;0.99;12.0;9.0;11.0;$101,009
;fix;;;;;;['worst-players', 'rebels', 'empire'];344.0;9038.0;-820.0;0.87;0.9;;;;
871.0;fl0m;5.7;0.63;0.71;69.32;121.0;['mythic'];866.0;22505.0;423.0;1.03;1.0;;;;
200.0;flameZ;6.2;0.68;0.66;76.34;379.0;['vitality', 'og', 'endpoint'];649.0;17072.0;728.0;1.06;1.04;11.0;8.0;9.0;$397,705
869.0;flamie;5.7;0.59;0.65;67.86;163.0;['natus-vincere'];1753.0;46406.0;1198.0;1.04;1.02;26.0;28.0;25.0;$1,051,769
;flashie;;;;;;['gameagents', 'orgless'];594.0;15719.0;-518.0;0.95;0.95;;;;
63.0;fleav;6.3;0.74;0.63;77.55;70.0;['budapest-five', 'gameagents'];678.0;17790.0;915.0;1.08;1.06;;;;
;flexeeee;;;;;;['energy', 'nixuh', 'carbon', 'sinister5', 'bravado'];235.0;5921.0;342.0;1.09;1.06;;;;
;flickz;;;;;;['chiefs', 'athletico', 'dark-sided'];463.0;11665.0;352.0;1.05;1.01;;;;
439.0;floppy;6.0;0.65;0.66;73.86;393.0;['complexity', 'cloud9', 'singularity'];1088.0;28223.0;1653.0;1.09;1.06;14.0;5.0;12.0;$146,085
;flowsicK;;;;;;['denial', 'winterfox', 'liquid'];395.0;10074.0;-1047.0;0.86;0.87;;;;
522.0;flusha;6.0;0.61;0.66;75.01;336.0;['fnatic', 'eyeballers'];2202.0;58095.0;2313.0;1.06;1.03;48.0;26.0;31.0;$884,750
489.0;flying;6.0;0.66;0.66;72.8;70.0;['invictus', 'wings-up'];500.0;13170.0;545.0;1.06;1.05;;;;
1037.0;fnx;5.4;0.54;0.65;62.23;60.0;['luminosity', 'imperial', 'sk', 'red-canids', 'immortals', 'no-tem-como'];689.0;17740.0;663.0;1.06;1.02;34.0;13.0;12.0;$426,224
;fnyekes;;;;;;['goodjob'];315.0;8217.0;-78.0;0.99;0.99;;;;
1004.0;foggers;5.5;0.58;0.74;64.96;34.0;;;;;;;;;;
827.0;fokiu;5.7;0.63;0.74;73.24;118.0;['w7m', 'w7m-academy'];250.0;6091.0;-610.0;0.86;0.9;;;;
;food;;;;;;['eunited', 'singularity', 'freedom-35'];456.0;11711.0;380.0;1.05;1.03;;;;
;forget;;;;;;['5power', 'uya'];442.0;11512.0;-734.0;0.91;0.94;;;;
;forsyy;;;;;;['eclot', 'sinners', 'enterprise', 'entropiq'];653.0;16841.0;2055.0;1.21;1.11;;;;
443.0;fostar;6.0;0.65;0.68;74.75;38.0;['trasko', 'nemiga', '1win', 'cyber-legacy'];383.0;10288.0;-239.0;0.96;0.95;;;;
;fox;;;;;;['giants', 'k1ck', 'kinguin', 'offset'];1062.0;27719.0;512.0;1.03;1.02;17.0;12.0;18.0;$98,334
;foxz;;;;;;['alpha-red', 'lucid-dream'];242.0;6187.0;-333.0;0.92;0.93;;;;
296.0;fozil;6.1;0.67;0.68;76.9;123.0;['space', 'avangar', 'hydra'];231.0;5981.0;48.0;1.01;1.0;;;;
;fp1;;;;;;['redragon', 'c4', 'redemption-poa'];373.0;9965.0;-503.0;0.93;0.97;;;;
892.0;fr0slev;5.7;0.59;0.71;69.69;56.0;['masonic', 'agf', 'fragsters'];714.0;18724.0;107.0;1.01;0.99;;;;
198.0;fr3nd;6.2;0.71;0.61;70.66;180.0;['honoris', 'let-us-cook', 'thunderflash', 'pact'];424.0;10753.0;807.0;1.12;1.06;;;;
435.0;freakazoid;6.0;0.69;0.74;79.14;89.0;['mythic', 'swole-patrol', 'cloud9'];1067.0;27183.0;-267.0;0.99;0.99;9.0;10.0;12.0;$104,352
;freddieb;;;;;;['epsilon', 'godsent', 'red-reserve'];1135.0;30119.0;180.0;1.01;0.99;11.0;9.0;12.0;$102,327
;fredi;;;;;;['esuba'];235.0;6075.0;647.0;1.16;1.12;;;;
;frei;;;;;;['epsilon', 'fierce', 'wind-and-rain'];256.0;6660.0;412.0;1.09;1.06;;;;
222.0;freshie;6.2;0.68;0.65;75.93;154.0;['boss', 'wildcard', 'detonate', 'eros'];460.0;11494.0;89.0;1.01;1.0;;;;
1038.0;friberg;5.4;0.56;0.73;65.42;72.0;['ninjas-in-pyjamas', 'dignitas', 'heroic'];1979.0;51523.0;-1750.0;0.95;0.95;47.0;23.0;28.0;$434,613
;frostezoR;;;;;;['furia-academy', 'the-union', 'detona'];261.0;6856.0;-586.0;0.88;0.88;;;;
49.0;frozen;6.4;0.71;0.61;80.4;534.0;['mouz', 'extatus'];1474.0;38107.0;4551.0;1.19;1.13;43.0;13.0;18.0;$598,987
;gMd;;;;;;['rogue', 'french-canadians', 'livid', 'spacestation'];464.0;12098.0;-47.0;0.99;0.99;;;;
860.0;gRuChA;5.7;0.62;0.73;70.52;86.0;['pge-turow', 'honoris'];382.0;10080.0;-847.0;0.88;0.91;;;;
;gabesson;;;;;;['gameagents', 'volgare'];441.0;11654.0;-264.0;0.97;0.97;;;;
771.0;gade;5.8;0.62;0.65;66.97;99.0;['north', 'north-academy', 'optic'];958.0;25224.0;-121.0;0.99;0.99;9.0;11.0;9.0;$118,765
;gafolo;;;;;;['sharks', 'sws', 'isurus', 'paquet'];573.0;14664.0;1105.0;1.12;1.05;;;;
310.0;gas;6.1;0.7;0.69;74.23;68.0;['wings-up', 'lgd', 'edg'];590.0;15347.0;759.0;1.07;1.07;;;;
189.0;gbb;6.2;0.69;0.68;77.85;125.0;['solid', 'sws', 'the-union', 'fusco-1500'];405.0;10284.0;366.0;1.05;1.04;;;;
;gejmzilla;;;;;;['x', 'nasr', 'ks'];226.0;5967.0;-771.0;0.82;0.86;;;;
635.0;gh;5.9;0.63;0.72;73.83;30.0;;;;;;;;;;
832.0;gla1ve;5.7;0.6;0.67;68.7;566.0;['astralis'];1922.0;50376.0;-264.0;0.99;0.97;46.0;27.0;34.0;$1,892,431
;glace;;;;;;['north-academy', 'tricked', 'rogue', 'no-problem'];589.0;15307.0;366.0;1.04;1.0;;;;
;glow;;;;;;['mvp-pk'];395.0;10045.0;-99.0;0.98;0.96;12.0;8.0;6.0;$77,500
410.0;glowiing;6.0;0.67;0.68;76.9;346.0;['9-pandas', '1win', 'trident'];940.0;24405.0;367.0;1.02;1.02;;;;
;gob b;;;;;;['big', 'mouz', 'nrg'];980.0;25846.0;-2839.0;0.84;0.85;30.0;16.0;18.0;$208,535
1064.0;goddess;5.2;0.55;0.79;65.69;36.0;;;;;;;;;;
105.0;gokushima;6.3;0.7;0.61;72.17;173.0;['forze', 'hotu'];254.0;6099.0;596.0;1.16;1.08;;;;
;gore;;;;;;;;;;;;12.0;9.0;10.0;$84,681
912.0;grape;5.7;0.6;0.72;68.13;62.0;['third-impact', 'brazen', 'reason'];407.0;10305.0;-891.0;0.88;0.9;;;;
;grux;;;;;;['savage', 'red-reserve', 'smash'];496.0;13236.0;230.0;1.03;1.01;;;;
;guidimon;;;;;;['river-plate', 'fusion', 'arvum'];227.0;6070.0;14.0;1.0;1.03;;;;
;guishorro;;;;;;['gale-force', 'miami-flamingos', 'furious', 'coscu-army'];331.0;8472.0;-347.0;0.94;0.97;;;;
;gulito;;;;;;['blink'];265.0;7022.0;-640.0;0.87;0.89;;;;
;gump;;;;;;['chiefs', 'dgg', 'skyfire'];313.0;7983.0;194.0;1.04;1.01;;;;
447.0;gxx-;6.0;0.67;0.62;67.09;358.0;['guild-eagles', 'bad-news-eagles', 'blink'];724.0;18841.0;1611.0;1.14;1.06;16.0;10.0;7.0;$77,287
26.0;h4rn;6.5;0.73;0.58;75.14;236.0;['fate', 'fiend', 'enterprise', 'pompa'];897.0;23919.0;3303.0;1.23;1.12;12.0;13.0;8.0;$65,798
212.0;hAdji;6.2;0.69;0.64;76.34;233.0;['ldlc', '3dmax', 'envyus-academy', 'looking4org'];1469.0;38562.0;2652.0;1.1;1.06;20.0;11.0;17.0;$116,150
160.0;hades;6.2;0.7;0.61;71.59;497.0;['ence', '9ine', 'wisla-krakow'];1017.0;27053.0;2989.0;1.18;1.09;7.0;12.0;13.0;$150,959
160.0;hades;6.2;0.7;0.61;71.59;497.0;['splyce', 'tempo-storm', 'iceberg'];289.0;7362.0;-633.0;0.88;0.9;7.0;12.0;13.0;$150,959
;hallzerk;;;;;;['complexity', 'dignitas', 'nordavind'];1008.0;26810.0;1856.0;1.11;1.07;7.0;6.0;9.0;$103,139
395.0;hampus;6.0;0.67;0.7;78.89;512.0;['ninjas-in-pyjamas', 'gamerlegion', 'red-reserve', 'godsent'];1526.0;40385.0;161.0;1.01;1.01;29.0;12.0;19.0;$229,290
637.0;happ;5.9;0.63;0.67;70.8;114.0;['galorys', 'the-union'];209.0;5188.0;-224.0;0.94;0.93;;;;
577.0;hardzao;5.9;0.64;0.63;70.56;329.0;['red-canids', 'pain', 'detona'];1116.0;28524.0;1866.0;1.11;1.04;34.0;20.0;15.0;$107,505
;haste;;;;;;['goldengitte', 'squared', 'reason'];341.0;8835.0;-1310.0;0.79;0.82;;;;
1055.0;hasteka;5.3;0.55;0.74;63.17;67.0;['themongolz', 'checkmate', 'd13', 'clutch', 'mazaalai'];293.0;7701.0;-660.0;0.88;0.91;;;;
627.0;hate;5.9;0.65;0.7;70.62;105.0;['mythic', 'triumph'];392.0;10052.0;-154.0;0.98;0.98;;;;
;havoK;;;;;;['nasr', 'risky', 'divine-vendetta'];241.0;6335.0;582.0;1.14;1.11;;;;
;hazed;;;;;;['clg', 'mythic'];736.0;19138.0;-81.0;0.99;1.0;12.0;7.0;10.0;$92,053
;hazr;;;;;;['avant', 'looking-for-org', 'vertex', 'breakaway'];1012.0;25411.0;1680.0;1.1;1.08;;;;
126.0;headtr1ck;6.3;0.71;0.59;71.95;242.0;['ninjas-in-pyjamas', 'navi-junior'];316.0;8235.0;970.0;1.2;1.1;;;;
362.0;history;6.1;0.67;0.62;69.34;43.0;['arctic', 'fluxo'];216.0;5600.0;841.0;1.26;1.13;;;;
;hitMouse;;;;;;['nemiga', 'k29'];538.0;14028.0;-625.0;0.93;0.92;;;;
759.0;hns;5.8;0.63;0.69;71.06;65.0;['lilmix', 'vexed', 'metizport', 'lyngby-vikings'];425.0;11018.0;-607.0;0.92;0.93;;;;
387.0;hoax;6.0;0.66;0.68;74.6;116.0;['galorys', 'the-union', 'stars-horizon'];363.0;9217.0;-412.0;0.93;0.93;;;;
;holzt;;;;;;['no-problem', 'cplay'];338.0;8867.0;-450.0;0.93;0.94;;;;
946.0;honda;5.6;0.6;0.68;65.5;69.0;;;;;;;;;;
;hooch;;;;;;['epg', 'gambit'];897.0;23538.0;-1828.0;0.89;0.9;39.0;21.0;28.0;$132,617
;hoody;;;;;;['havu'];575.0;15453.0;402.0;1.04;1.02;17.0;8.0;9.0;$66,920
;horvy;;;;;;['intz', 'imperial', 'immortals'];281.0;7066.0;-135.0;0.97;0.96;;;;
845.0;hotd0g;5.7;0.63;0.74;71.99;114.0;;;;;;;;;;
147.0;huNter;6.2;0.71;0.66;78.1;620.0;;;;;;;;;;
;huNter-;;;;;;['g2', 'valiance', 'binary-dragons'];1718.0;45023.0;4486.0;1.15;1.11;24.0;19.0;21.0;$719,183
606.0;hugilago;5.9;0.66;0.71;73.67;37.0;;;;;;;;;;
973.0;hurtslxrd;5.6;0.57;0.66;63.12;97.0;;;;;;;;;;
;hutji;;;;;;['vega-squadron'];453.0;12010.0;-664.0;0.92;0.93;7.0;7.0;3.0;$66,015
;huynh;;;;;;['livid', 'f1-racecar-peek', 'vision', 'morior-invictus'];258.0;6665.0;-250.0;0.95;0.95;;;;
826.0;hybrid;5.7;0.61;0.71;70.83;91.0;;;;;;;;;;
83.0;hype;6.3;0.72;0.61;72.22;141.0;['prospects', 'aura'];399.0;10892.0;1257.0;1.19;1.11;;;;
270.0;hyped;6.1;0.69;0.63;68.54;251.0;['alternate-attax', 'big-academy', 'big'];454.0;11629.0;989.0;1.14;1.07;;;;
;hyskeee;;;;;;['wolsung', 'forze'];244.0;6273.0;28.0;1.01;0.98;;;;
331.0;iDISBALANCE;6.1;0.65;0.58;67.45;428.0;['9-pandas', 'spirit', 'nemiga'];1331.0;34835.0;3187.0;1.15;1.06;9.0;7.0;11.0;$89,104
742.0;iDk;5.8;0.63;0.69;69.89;53.0;['teamone', 'paquet'];1055.0;27424.0;510.0;1.03;1.01;;;;
155.0;iM;6.2;0.7;0.67;79.1;257.0;['natus-vincere', 'gamerlegion', 'nexus'];1048.0;27736.0;1114.0;1.06;1.05;15.0;10.0;13.0;$257,690
;ice;;;;;;['100pg', 'unique', 'avangar'];527.0;14204.0;-228.0;0.98;0.98;;;;
853.0;icem4N;5.7;0.63;0.71;69.37;40.0;;;;;;;;;;
43.0;icy;6.4;0.73;0.58;70.61;103.0;;;;;;;;;;
477.0;imoRR;6.0;0.66;0.7;73.13;144.0;['eternal-fire', 'sangal', 'royal-bandits'];818.0;22023.0;226.0;1.01;1.02;17.0;16.0;8.0;$99,038
;impsta;;;;;;['eanix', 'blackout', 'naventic', 'tectonic', 'mousespaz'];221.0;5801.0;-257.0;0.94;0.95;;;;
580.0;innocent;5.9;0.64;0.69;74.74;79.0;['anonymo', 'illuminar'];1942.0;51158.0;333.0;1.01;1.0;22.0;21.0;16.0;$93,668
;ino;;;;;;['syf', 'paradox', 'astral-influence'];249.0;6530.0;-637.0;0.87;0.89;;;;
;ins;;;;;;;;;;;;14.0;7.0;4.0;$83,333
;insane;;;;;;['third-impact'];234.0;6111.0;-961.0;0.78;0.81;;;;
23.0;insani;6.5;0.75;0.65;82.34;227.0;['mibr', 'mibr-academy'];410.0;10460.0;817.0;1.12;1.08;;;;
931.0;interz;5.6;0.56;0.57;61.47;418.0;['gambit-youngsters', 'gambit', 'tsm'];1016.0;26724.0;-111.0;0.99;0.94;25.0;7.0;11.0;$521,705
;intra;;;;;;['fluffy-aimers', 'iron-blood', 'timbermen'];203.0;5128.0;-515.0;0.86;0.9;;;;
766.0;isak;5.8;0.61;0.65;69.83;255.0;['gamerlegion', 'lilmix'];863.0;22817.0;-345.0;0.98;0.96;15.0;12.0;9.0;$105,517
755.0;iso;5.8;0.62;0.68;69.1;40.0;;;;;;;;;;
896.0;j3kie;5.7;0.63;0.7;67.72;63.0;['ikla', 'akuma', 'iron-branch', 'run-or-die'];441.0;11766.0;112.0;1.01;1.01;;;;
223.0;j3nsyy;6.2;0.68;0.62;70.73;137.0;;;;;;;;;;
104.0;jL;6.3;0.73;0.67;79.88;359.0;['natus-vincere', 'apeks', 'mad-lions'];715.0;18942.0;1137.0;1.09;1.06;12.0;6.0;13.0;$234,650
;jOELZ;;;;;;['nerdrage'];247.0;6433.0;720.0;1.17;1.12;;;;
1023.0;jR;5.5;0.54;0.69;63.76;34.0;['vega-squadron', 'hellraisers'];940.0;25107.0;388.0;1.02;1.0;11.0;9.0;11.0;$91,931
;jabbi;;;;;;['copenhagen-flames', 'heroic'];1016.0;27012.0;252.0;1.01;0.99;9.0;8.0;12.0;$289,198
254.0;jackasmo;6.1;0.7;0.67;76.18;49.0;;;;;;;;;;
;jackhan;;;;;;['new4'];275.0;7075.0;300.0;1.06;1.05;;;;
906.0;jason;5.7;0.61;0.72;70.08;92.0;['fluffy-aimers', 'eros', '1-jin', 'electrify-steel'];277.0;7129.0;-219.0;0.96;0.96;;;;
;jasonR;;;;;;['splyce', '3sup', 'optic', 'affnity'];291.0;7583.0;-581.0;0.89;0.9;;;;
;jaxi;;;;;;['nexus'];472.0;12125.0;183.0;1.02;0.99;;;;
19.0;jayzaR;6.5;0.78;0.68;78.98;41.0;['valiance'];597.0;15785.0;1058.0;1.1;1.08;;;;
;jchancE;;;;;;['reign', 'fam143'];225.0;5947.0;42.0;1.01;1.02;;;;
;jcrueL;;;;;;['eunited', 'just-swing', 'glockoma', 'mask-off'];263.0;6581.0;20.0;1.0;1.0;;;;
;jdm64;;;;;;['liquid', 'clg', 'envy'];823.0;21321.0;825.0;1.06;1.02;4.0;6.0;14.0;$187,973
641.0;jedqr;5.9;0.62;0.67;72.36;66.0;['wisla-krakow', 'x-kom'];955.0;25623.0;787.0;1.05;1.02;;;;
;jemi;;;;;;['havu', 'sj'];339.0;9096.0;-317.0;0.95;0.94;;;;
;jeyN;;;;;;['royals', 'heretics', 'genone'];213.0;5850.0;422.0;1.11;1.08;;;;
;jitter;;;;;;['rbg', 'secret-club', 'strife'];400.0;10745.0;-290.0;0.96;0.97;;;;
97.0;jkaem;6.3;0.73;0.71;82.47;466.0;['apeks', 'renegades', 'faze'];1766.0;46352.0;1412.0;1.04;1.04;7.0;10.0;18.0;$248,388
405.0;jks;6.0;0.65;0.62;72.11;397.0;['renegades', 'complexity', 'g2', '100-thieves'];1359.0;35500.0;2516.0;1.11;1.06;14.0;14.0;15.0;$667,766
;jmqa;;;;;;['quantum-bellator-fire', 'piter', 'epg'];922.0;24189.0;-273.0;0.98;0.97;;;;
693.0;jnt;5.8;0.6;0.61;66.56;74.0;['sharks', 'the-union'];768.0;19985.0;209.0;1.02;0.98;;;;
325.0;jocab;6.1;0.72;0.71;77.98;54.0;;;;;;;;;;
119.0;joel;6.3;0.73;0.68;79.53;157.0;['tsm', 'godsent', 'galaxy-racer', 'monte'];383.0;10213.0;734.0;1.11;1.08;;;;
